race_id,日付,場R,馬番,馬名,最高,5走平均,調教評価,備考
202601010711,08/15,札幌11R,8,トルショー,100,85,-,
202601010711,08/15,札幌11R,9,キュールエフウジン,91,81,-,
202601010711,08/15,札幌11R,10,モズカトレア,97,77,-,
202601010711,08/15,札幌11R,11,アイウィル,97,90,-,
202601010711,08/15,札幌11R,12,アスクケンタッキー,91,76*,-,
202601010711,08/15,札幌11R,13,ロードブレイズ,99,89,-,
202601010711,08/15,札幌11R,14,スマートカイロス,103,88,-,
202604020701,08/15,新潟1R,1,ミライノシャチョウ,72,72*,B,
202604020701,08/15,新潟1R,2,ムーチョピカンテ,37,37*,D,
202604020701,08/15,新潟1R,3,フルーツバスケット,68,60*,C,
202604020701,08/15,新潟1R,4,コナパームス,51,51*,B,
202604020701,08/15,新潟1R,5,スターマイン,55,55*,C,
202604020701,08/15,新潟1R,6,シュートザワークス,34,34*,B,
202604020701,08/15,新潟1R,7,オーラムミーティア,40,40*,B,
202604020701,08/15,新潟1R,8,マルガリート,65,60*,C,
202604020701,08/15,新潟1R,9,ドミナートル,55,55*,A,
202604020704,08/15,新潟4R,1,カフェプラウド,56,53*,C,
202604020704,08/15,新潟4R,2,ホットジュピター,-,-,C,
202604020704,08/15,新潟4R,3,モーニンムスメ,13,5*,D,
202604020704,08/15,新潟4R,4,スマートレイナ,46,46*,B,
202604020704,08/15,新潟4R,5,イナンナ,48,48*,D,
202604020704,08/15,新潟4R,6,ワンダーバリエンス,53,43,B,
202604020704,08/15,新潟4R,7,ヴェントベローチェ,70,65*,C,
202604020704,08/15,新潟4R,8,ニンジャトットリ,74,66,B,
202604020704,08/15,新潟4R,9,ハンナパール,80,70,B,
202604020704,08/15,新潟4R,10,マジギレカレン,-,-,B,
202604020704,08/15,新潟4R,11,レオスキーム,61,49,C,
202604020704,08/15,新潟4R,12,レイズレガシー,76,69,B,
202604020704,08/15,新潟4R,13,ユニオンジャック,38,38*,C,
202604020704,08/15,新潟4R,14,バターショコラ,67,61*,C,
202604020704,08/15,新潟4R,15,ロンバスブレス,74,68*,C,
202604020705,08/15,新潟5R,1,スタートレイン,90,77,B,
202604020705,08/15,新潟5R,2,モティスフォント,95,86*,C,
202604020705,08/15,新潟5R,3,ココボロ,83,74*,B,
202604020705,08/15,新潟5R,4,ウフドゥウフ,84,84*,B,
202604020705,08/15,新潟5R,5,デスサイズ,93,93*,B,
202604020705,08/15,新潟5R,6,シュペルリング,83,77,B,
202604020705,08/15,新潟5R,7,ミスターマーボー,90,76,C,
202604020705,08/15,新潟5R,8,ベレーバスク,89,81,C,
202604020705,08/15,新潟5R,9,ポタリング,95,84,B,
202604020705,08/15,新潟5R,10,ヤマメライズ,83,76,D,
202604020705,08/15,新潟5R,11,デルマケセラセラ,83,84*,D,
202604020705,08/15,新潟5R,12,シャオママル,85,79,B,
202604020705,08/15,新潟5R,13,ノーブルクロンヌ,83,76*,B,
202604020705,08/15,新潟5R,14,リーデレクオーレ,85,73,B,
202604020705,08/15,新潟5R,15,グリオンヴール,94,79*,B,
202604020705,08/15,新潟5R,16,エバーラスト,86,78*,C,
202604020705,08/15,新潟5R,17,フェーダーローター,83,79,B,
202604020705,08/15,新潟5R,18,カシオペア,88,78,B,
202604020706,08/15,新潟6R,1,ダノンピクチャー,104,89*,-,
202604020706,08/15,新潟6R,2,プリズマジコ,94,87,-,
202604020706,08/15,新潟6R,3,ゴールデンパゴーダ,84,77,-,
202604020706,08/15,新潟6R,4,ランツフート,82,79*,-,
202604020706,08/15,新潟6R,5,ロードフィレール,101,85,-,
202604020706,08/15,新潟6R,6,ファーングロット,109,90,-,
202604020706,08/15,新潟6R,7,サミダレナイツ,101,86,-,
202604020706,08/15,新潟6R,8,ビップチェイス,98,92,-,
202604020706,08/15,新潟6R,9,キングズトゥルー,103,93,-,
202604020706,08/15,新潟6R,10,バンフィエルド,99,81,-,
202604020706,08/15,新潟6R,11,オールマイデイズ,105,92*,-,
202604020706,08/15,新潟6R,12,ブラックオリンピア,101,82,-,
202604020706,08/15,新潟6R,13,パッションリッチ,96,88*,-,
202604020706,08/15,新潟6R,14,ズイウンゴサイ,93,84,-,
202604020711,08/15,新潟11R,1,ジーティーソレイユ,72,63*,C,
202604020711,08/15,新潟11R,2,コンフィアンサ,91,80,C,
202604020711,08/15,新潟11R,3,ミヤカグラ,55,55*,C,
202604020711,08/15,新潟11R,4,スーホ,73,73*,B,
202604020711,08/15,新潟11R,5,アルティーノ,61,59*,C,
202604020711,08/15,新潟11R,6,リュウセイコウテイ,79,66,C,
202604020711,08/15,新潟11R,7,スタンダールロマン,70,64*,C,
202604020711,08/15,新潟11R,8,メーレスブリーゼ,71,63*,B,
202604020711,08/15,新潟11R,9,ダイユウヴェンティ,80,67*,B,
202604020711,08/15,新潟11R,10,ソレム,74,72*,B,
202604020711,08/15,新潟11R,11,シャルマンナナ,70,70*,B,
202604020711,08/15,新潟11R,12,リナシタ,66,61*,C,
202604020711,08/15,新潟11R,13,エレクトロン,75,65*,D,
202604020711,08/15,新潟11R,14,ユアベストダンサー,50,50*,B,
202604020711,08/15,新潟11R,15,メインテーマ,67,67*,C,
202604020711,08/15,新潟11R,16,ルディドゥゲンジ,63,58,B,
202604020711,08/15,新潟11R,17,カゼノオモイデ,53,53*,C,
202604020711,08/15,新潟11R,18,ラウンドヒル,84,71*,B,
202607020701,08/15,中京1R,1,アイゼンフォルク,58,58*,B,
202607020701,08/15,中京1R,2,タイセイルミナス,-,-,B,
202607020701,08/15,中京1R,3,マルモタワー,-,-,B,
202607020701,08/15,中京1R,4,タガノレクシア,-,-,A,
202607020701,08/15,中京1R,5,ルガルデ,26,26*,C,
202607020701,08/15,中京1R,6,マルモリマイベスト,-,-,C,
202607020701,08/15,中京1R,7,スピーディスピン,-,-,B,
202607020701,08/15,中京1R,8,ソリドゥス,-,-,C,
202607020701,08/15,中京1R,9,アイシテルヨナオミ,-,-,B,
202607020701,08/15,中京1R,10,シャインロード,45,45*,B,
202607020701,08/15,中京1R,11,クリコキアナ,-,-,C,
202607020701,08/15,中京1R,12,ラブシンフォニー,24,24*,B,
202607020701,08/15,中京1R,13,エコログレイス,18,18*,B,
202607020701,08/15,中京1R,14,ブレイズカルナバル,-,-,B,
202607020701,08/15,中京1R,15,ブラックミューズ,-,-,B,
202607020701,08/15,中京1R,16,スマートポーション,-,-,B,
202607020702,08/15,中京2R,1,リアンマカ,79,64*,C,
202607020702,08/15,中京2R,2,ビケイムフリー,67,55,C,
202607020702,08/15,中京2R,3,ノーブルラホーヤ,80,66,C,
202607020702,08/15,中京2R,4,リフルフォース,62,51*,B,
202607020702,08/15,中京2R,5,シバノパージャン,73,69*,C,
202607020702,08/15,中京2R,6,トウカイジーク,93,77*,C,
202607020702,08/15,中京2R,7,ヤマニンアレシス,85,77,B,
202607020702,08/15,中京2R,8,チャンピオンロード,-,-,B,
202607020702,08/15,中京2R,9,アンガーザガール,89,70*,B,
202607020702,08/15,中京2R,10,ショウナンライラ,83,75*,C,
202607020702,08/15,中京2R,11,ベルフィーノ,62,60*,B,
202607020702,08/15,中京2R,12,キュールエサクラコ,-,-,C,
202607020702,08/15,中京2R,13,デルニエジョイ,76,-,B,
202607020702,08/15,中京2R,14,モカプウイング,88,80*,B,
202607020702,08/15,中京2R,15,グッデイ,84,72,C,
202607020704,08/15,中京4R,1,アンリミテッド,80,80*,B,
202607020704,08/15,中京4R,2,アイルトン,92,80,B,
202607020704,08/15,中京4R,3,ペアピーターソン,78,69*,B,
202607020704,08/15,中京4R,4,パトローナス,84,66,B,
202607020704,08/15,中京4R,5,ルナカカオ,71,57*,B,
202607020704,08/15,中京4R,6,スワトウ,84,77,B,
202607020704,08/15,中京4R,7,ロングジーニアス,80,69*,B,
202607020704,08/15,中京4R,8,ハピネスサンライズ,82,77*,C,
202607020704,08/15,中京4R,9,ヴィーラー,86,72,B,
202607020704,08/15,中京4R,10,ルージュエテルナ,87,87*,B,
202607020704,08/15,中京4R,11,リーガルスプレンダ,62,62*,B,
202607020704,08/15,中京4R,12,リントゥラウル,91,83*,C,
202607020704,08/15,中京4R,13,パノラマステージ,72,68*,C,
202607020704,08/15,中京4R,14,モンシーク,96,87,A,
202607020705,08/15,中京5R,1,ノヴァレジーナ,30,-,B,
202607020705,08/15,中京5R,2,メイショウプレマ,-,-,B,
202607020705,08/15,中京5R,3,キミガスキダ,70,62*,C,
202607020705,08/15,中京5R,4,アティラン,60,46*,C,
202607020705,08/15,中京5R,5,ブライトココナッツ,-,-,C,
202607020705,08/15,中京5R,6,エレーデサンライズ,84,69,B,
202607020705,08/15,中京5R,7,アキノビューティー,80,69*,B,
202607020705,08/15,中京5R,8,ピンクカメリア,62,62*,C,
202607020705,08/15,中京5R,9,パーフェクトパティ,-,-,C,
202607020705,08/15,中京5R,10,クレスコフェーヴ,58,46*,C,
202607020705,08/15,中京5R,11,ベイニーニャ,57,57*,C,
202607020705,08/15,中京5R,12,ショルタメンテ,79,68*,B,
202607020705,08/15,中京5R,13,フローマジック,59,59*,B,
202607020705,08/15,中京5R,14,グランビスタ,67,56*,B,
202607020705,08/15,中京5R,15,ウォーターコトノハ,36,36*,C,
202607020705,08/15,中京5R,16,マルベック,69,59*,B,
202607020706,08/15,中京6R,1,モンテディアーナ,-,-,-,
202607020706,08/15,中京6R,2,ハルオーブ,91,88,-,
202607020706,08/15,中京6R,3,ヒーローインチーフ,104,87*,-,
202607020706,08/15,中京6R,4,モンサンゴールデン,97,91*,-,
202607020706,08/15,中京6R,5,パリコレジェンヌ,91,81,-,
202607020706,08/15,中京6R,6,タミゼ,77,77*,-,
202607020706,08/15,中京6R,7,トップアタック,94,74,-,
202607020706,08/15,中京6R,8,ファイツオン,79,68*,-,
202607020706,08/15,中京6R,9,シラヌイ,90,79*,-,
202607020706,08/15,中京6R,10,フォーゲル,105,88,-,
202607020706,08/15,中京6R,11,インフローレ,93,83,-,
202607020709,08/15,中京9R,1,ルシタニア,88,82*,B,
202607020709,08/15,中京9R,2,メイショウマドロス,-,90*,C,
202607020709,08/15,中京9R,3,エイシンティザー,-,-,B,
202607020709,08/15,中京9R,4,ソリッドベーシス,76,62*,C,
202607020709,08/15,中京9R,5,メイショウサッソウ,80,68*,C,
202607020709,08/15,中京9R,6,オーレアミスト,81,74*,B,
202607020709,08/15,中京9R,7,インシオン,81,70,B,
202607020709,08/15,中京9R,8,アーサーバローズ,71,65,B,
202607020709,08/15,中京9R,9,プロスペクトパーク,89,80,B,
202607020709,08/15,中京9R,10,タイセイドラード,-,90*,B,
202607020709,08/15,中京9R,11,ナリノシャーウッド,84,73*,C,
202607020709,08/15,中京9R,12,タリスマン,89,78,C,
202607020709,08/15,中京9R,13,ケンフィールド,90,85,B,
202607020709,08/15,中京9R,14,ロックウイズユー,73,71*,B,
202607020709,08/15,中京9R,15,ヨカオウ,86,86*,C,
202607020709,08/15,中京9R,16,ケイアイアマゾン,102,78,C,
202607020710,08/15,中京10R,1,タイセイサーブル,89,66*,B,
202607020710,08/15,中京10R,2,エブリデイ,87,71,B,
202607020710,08/15,中京10R,3,アーディアイリ,69,65,B,
202607020710,08/15,中京10R,4,ラブミーナッソー,86,67,B,
202607020710,08/15,中京10R,5,レーヴドアンジュ,85,79*,B,
202607020710,08/15,中京10R,6,バルミラクル,82,72,C,
202607020710,08/15,中京10R,7,ナムラティアラ,85,63,B,
202607020710,08/15,中京10R,8,アスクムービーオン,73,78*,B,
202607020710,08/15,中京10R,9,ミルミナーヴァ,93,63*,B,
202607020710,08/15,中京10R,10,ザングウィル,93,83,B,
202607020710,08/15,中京10R,11,エイシンマールス,90,79,B,
202607020710,08/15,中京10R,12,アーガイルショア,88,74,B,
202607020710,08/15,中京10R,13,シュテフィ,76,61,B,
202607020710,08/15,中京10R,14,ジューンセクレタ,88,76,B,
202607020710,08/15,中京10R,15,キーンセンス,82,81*,B,
202607020710,08/15,中京10R,16,ララバッカナール,98,84,B,
